Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality,AQI,Green_Cover
30.0,66.1,17.3,25.3,30.5,6.0,1.55,8.0,482,Moderate,124.0,27.7
32.0,79.0,117.8,127.8,39.4,28.4,2.75,9.2,774,Hazardous,458.0,26.81
26.2,41.0,0.3,6.4,23.4,7.3,1.05,10.5,432,Good,79.0,25.94
24.6,46.5,5.9,13.0,14.2,6.7,0.96,10.5,547,Good,82.0,40.48
24.3,72.9,1.9,10.4,22.7,2.1,0.89,10.8,300,Good,98.0,49.93
22.7,70.9,15.8,19.6,17.4,5.6,0.99,11.4,516,Good,40.0,43.91
23.8,57.9,21.9,27.3,21.9,4.3,1.02,11.1,336,Good,47.0,44.54
24.3,69.1,60.1,76.5,21.4,9.2,1.44,5.7,512,Moderate,122.0,11.28
32.7,86.08290862308989,7.8,15.2,34.1,9.8,1.63,5.4,392,Moderate,175.0,27.44
29.0,51.7,8.4,13.0,16.5,5.0,1.01,10.1,226,Good,60.0,45.09
27.7,69.1,13.6,19.1,21.6,4.6,1.07,10.5,231,Good,72.0,57.39
24.6,64.6,17.1,20.3,20.5,6.7,0.9,10.5,355,Good,80.0,53.44
21.9,77.4,21.1,27.8,21.1,4.5,1.03,10.0,384,Good,51.0,27.04
23.7,75.4,8.4,15.0,24.2,2.6,1.01,11.5,275,Good,85.0,46.75
26.7,41.8,1.5,6.5,25.5,2.5,1.07,10.5,303,Good,93.0,49.64
32.8,81.0,13.6,22.2,35.2,7.3,1.31,9.1,534,Moderate,126.0,10.43
28.9,84.9932327009039,3.6,21.7,62.1,13.5,2.35,2.7,678,Hazardous,593.0,13.45
29.7,80.8,7.3,14.8,30.4,7.2,1.73,8.4,606,Moderate,111.0,11.07
20.0,79.1,1.4,3.5,22.5,4.8,0.89,10.3,407,Good,97.0,33.11
32.9,66.9,5.2,8.6,30.6,14.0,1.47,10.5,485,Moderate,179.0,28.09
21.8,69.0,0.7,7.9,10.2,6.3,0.95,11.6,489,Good,81.0,37.79
20.5,58.3,1.8,6.7,14.6,4.8,0.78,16.0,260,Good,81.0,50.93
25.4,59.1,16.0,16.6,15.2,6.8,1.04,10.5,439,Good,49.0,36.0
22.2,74.0,90.0,99.8,29.1,10.7,1.94,5.2,573,Poor,354.0,15.98
40.6,84.11178769602994,37.4,46.7,42.9,21.3,2.16,2.8,679,Hazardous,438.0,27.38
33.2,60.0,54.5,65.5,20.2,7.9,1.42,9.0,418,Moderate,121.0,21.55
28.5,69.0,16.3,25.3,23.0,7.7,1.71,5.5,344,Moderate,158.0,44.22
30.3,86.7,6.2,30.2,36.5,17.8,2.31,2.9,465,Hazardous,452.0,10.22
34.9,78.54972546577123,48.5,66.5,29.0,15.2,2.4,6.0,569,Poor,366.0,19.61
28.0,76.6,24.8,35.9,28.1,13.4,1.53,7.4,440,Moderate,107.0,23.49
27.0,92.6,9.9,20.1,24.3,11.1,1.19,6.2,453,Moderate,119.0,18.17
24.1,65.6,0.2,7.1,24.7,6.1,1.1,13.2,370,Good,50.0,41.08
34.0,63.3,3.0,23.6,28.6,14.2,2.07,10.1,548,Poor,366.0,42.4
25.7,69.3,64.5,78.8,26.5,10.3,1.87,12.2,579,Poor,342.0,26.54
23.5,62.5,1.8,7.3,25.2,3.4,1.16,11.7,501,Good,56.0,30.06
22.1,50.4,4.0,11.5,14.3,9.7,0.95,13.6,466,Good,83.0,30.68
29.6,44.2,24.7,27.3,27.5,7.7,1.01,10.5,315,Good,96.0,51.56
38.8,90.1,63.2,69.5,44.7,23.5,2.35,3.5,771,Hazardous,405.0,27.78
29.8,62.8,22.2,32.8,36.9,1.1,1.55,5.0,437,Moderate,134.0,20.92
26.6,54.5,3.9,10.3,24.2,5.5,1.09,10.3,580,Good,95.0,29.06
35.5,84.7,9.4,20.0,25.3,14.9,1.55,6.7,626,Moderate,155.0,18.35
37.1,72.4,60.3,68.4,35.5,14.0,2.17,3.4,580,Poor,253.0,16.29
35.4,65.0,22.6,46.2,37.5,23.0,2.01,3.7,509,Poor,264.0,20.19
42.2,66.0,33.3,51.4,48.0,12.8,2.54,3.6,709,Hazardous,430.0,24.53
24.7,79.4,5.9,9.0,19.3,0.7,0.91,10.6,219,Good,84.0,40.76
28.7,63.6,4.2,10.2,20.8,3.2,0.92,11.6,487,Good,85.0,37.46
20.8,68.0,7.4,11.4,10.6,7.4,0.95,10.8,316,Good,89.0,47.56
21.7,45.4,19.9,25.3,22.8,3.9,0.78,13.8,385,Good,88.0,44.75
34.4,85.0,31.7,53.6,50.5,35.4,2.5,3.8,822,Hazardous,432.0,11.84
19.4,70.6,8.2,14.2,21.1,0.4,0.99,10.2,262,Good,80.0,52.0
26.0,68.3,7.8,13.9,11.7,2.7,0.99,12.3,307,Good,44.0,49.99
50.3,85.31739509298336,17.5,38.7,46.5,32.9,2.49,4.8,588,Hazardous,406.0,14.58
20.5,80.0,1.0,3.2,23.6,2.8,0.91,13.4,276,Good,84.0,48.6
36.7,75.1,19.7,40.7,38.1,26.6,2.67,11.5,875,Hazardous,451.0,38.91
24.3,44.2,9.5,12.5,18.8,-0.2,0.83,10.6,341,Good,98.0,42.5
34.0,73.4,3.5,18.7,29.6,8.2,1.38,6.5,522,Moderate,106.0,28.63
37.0,78.08185632869345,17.0,34.1,33.3,11.4,1.86,3.1,684,Hazardous,531.0,13.99
29.2,60.6,1.7,16.0,32.7,13.3,1.91,7.2,637,Moderate,155.0,16.95
23.1,43.1,4.1,7.9,22.7,8.0,1.03,10.1,499,Good,49.0,25.18
19.6,55.5,0.1,3.9,18.9,5.3,1.1,10.6,198,Good,87.0,40.89
26.3,66.7,1.3,5.7,16.4,5.9,0.97,15.6,205,Good,95.0,49.34
24.0,56.9,2.9,6.9,13.0,8.2,1.14,11.3,360,Good,55.0,58.98
24.3,48.2,16.8,25.9,19.4,3.9,0.97,14.8,544,Good,92.0,34.78
25.3,77.0,4.6,11.2,20.1,6.4,1.03,11.3,282,Good,44.0,46.75
27.8,78.1,1.1,19.8,26.7,10.7,1.28,9.3,376,Moderate,116.0,42.66
44.0,80.4,18.0,29.5,27.9,8.5,2.12,4.1,685,Poor,234.0,21.95
22.6,46.7,19.2,26.8,26.5,6.7,0.82,13.7,354,Good,42.0,51.65
30.8,47.7,11.0,16.4,25.7,5.5,1.11,10.1,332,Good,74.0,43.9
22.5,68.9,3.9,8.4,12.8,4.8,1.08,10.5,447,Good,84.0,30.12
43.3,59.3,62.2,74.7,33.0,19.2,2.44,3.6,801,Poor,334.0,17.81
26.7,54.1,4.7,16.1,21.0,6.3,1.24,5.7,613,Moderate,145.0,11.84
27.3,67.7,2.4,9.2,24.6,7.6,1.13,11.1,249,Good,67.0,48.81
26.3,47.2,3.0,5.5,24.7,0.7,1.08,10.7,368,Good,51.0,53.78
38.1,61.3,8.5,27.1,21.9,13.0,1.61,5.5,343,Moderate,156.0,28.64
44.8,85.15722413328095,30.2,52.0,41.5,23.3,2.53,3.3,677,Hazardous,439.0,14.39
26.6,55.2,9.7,11.1,23.5,15.7,1.87,7.1,576,Moderate,107.0,27.72
35.7,49.1,18.1,26.5,29.1,13.4,2.24,3.9,649,Poor,272.0,20.03
30.6,72.5,7.3,12.3,28.1,10.0,1.68,5.4,555,Moderate,160.0,18.64
33.4,86.5,169.2,194.7,48.7,4.6,2.36,6.5,737,Poor,277.0,26.65
27.8,74.4,13.2,22.2,22.8,6.5,1.69,5.4,422,Moderate,105.0,14.08
30.7,76.4,18.3,31.9,27.6,11.6,1.54,5.9,516,Moderate,126.0,19.21
23.5,67.6,0.2,4.3,24.5,6.4,1.19,14.6,412,Good,86.0,38.86
39.0,87.2,32.8,43.8,29.9,9.0,1.03,7.6,482,Moderate,105.0,22.84
33.5,43.8,46.5,61.9,22.9,5.2,1.71,10.8,523,Moderate,138.0,36.1
40.6,85.2,31.6,44.8,30.5,19.0,2.66,4.5,554,Poor,221.0,17.98
21.8,53.6,1.9,13.1,20.8,9.0,1.43,5.0,309,Moderate,105.0,31.5
27.4,64.6,21.8,37.7,22.3,5.6,1.45,6.4,465,Moderate,101.0,20.1
31.3,65.1,26.0,33.8,27.3,22.0,2.01,4.4,631,Poor,370.0,19.92
29.9,86.8,33.4,41.3,20.6,8.3,1.46,10.6,295,Moderate,119.0,52.31
30.6,88.72197752098212,5.5,9.5,28.7,15.3,1.41,5.9,393,Moderate,143.0,26.81
36.6,68.4,28.3,42.4,44.2,6.6,2.11,3.8,726,Poor,318.0,23.51
28.2,50.1,8.9,16.9,17.6,0.8,1.05,10.4,291,Good,65.0,40.8
42.1,87.0,83.5,97.7,42.5,5.3,2.18,11.6,712,Poor,242.0,41.96
25.6,49.2,1.5,5.8,10.9,3.8,1.04,15.7,293,Good,50.0,57.22
35.9,85.5348119012143,11.4,18.9,54.1,32.5,2.71,3.9,560,Hazardous,403.0,20.04
31.5,71.1,20.4,35.1,39.2,10.9,2.11,10.5,562,Poor,357.0,35.93
41.1,71.6,6.9,30.1,37.9,8.3,1.8,3.8,713,Poor,268.0,19.91
25.6,66.5,8.5,14.5,12.9,3.7,0.94,13.2,354,Good,74.0,54.28
24.9,47.8,3.3,7.8,17.1,6.7,1.05,13.4,581,Good,98.0,34.82
24.8,58.3,13.8,19.1,14.5,9.5,1.0,12.2,437,Good,82.0,27.1
27.6,73.0,9.8,18.7,29.8,19.9,1.62,4.6,705,Poor,216.0,29.39
32.4,80.4,36.4,52.2,36.8,21.1,1.76,9.0,643,Poor,205.0,21.6
34.4,72.7,26.3,39.6,29.3,14.9,1.51,9.0,439,Moderate,149.0,13.51
27.8,49.2,9.9,14.9,23.8,7.4,1.04,10.5,441,Good,53.0,26.45
41.7,88.94749081903079,8.3,22.4,36.1,22.3,2.06,3.8,497,Poor,256.0,10.72
30.2,61.0,21.4,31.3,18.7,7.4,1.48,6.9,638,Moderate,119.0,13.54
27.1,51.4,33.1,36.6,12.1,8.4,1.03,11.1,241,Good,86.0,52.82
40.3,89.3,193.1,212.6,39.0,18.2,2.32,10.2,758,Hazardous,440.0,43.67
24.4,77.3,19.6,24.8,41.2,17.6,1.85,3.8,656,Poor,291.0,24.43
28.9,56.2,30.9,40.8,23.7,9.1,1.63,6.4,572,Moderate,143.0,27.85
26.6,38.3,9.7,14.7,20.3,5.2,1.07,11.4,375,Good,37.0,46.82
24.4,48.1,14.8,19.8,24.5,4.3,0.87,12.0,381,Good,77.0,49.68
27.4,44.7,12.7,22.1,22.0,8.7,1.18,5.8,363,Moderate,122.0,36.95
32.8,90.8,3.6,15.0,33.4,25.2,1.6,4.0,643,Poor,302.0,20.8
36.6,49.9,2.0,14.5,30.5,9.1,1.29,5.4,565,Moderate,123.0,27.53
35.7,73.1,2.8,7.9,26.9,14.5,1.77,6.2,421,Moderate,130.0,18.67
31.0,76.0,64.6,88.8,43.9,4.1,2.35,4.9,804,Poor,202.0,27.81
36.7,81.2,17.3,37.3,32.9,17.5,1.9,4.0,445,Poor,296.0,20.63
24.2,55.2,11.6,28.8,24.8,9.9,1.5,7.8,350,Moderate,129.0,29.25
29.6,53.4,2.6,9.9,22.2,4.6,1.09,13.7,297,Good,73.0,53.11
33.0,56.9,17.9,20.6,33.1,7.0,1.84,5.6,606,Moderate,191.0,22.96
20.9,69.9,0.4,6.7,23.2,4.4,0.87,15.2,520,Good,69.0,34.08
25.7,42.0,10.0,17.4,22.7,7.2,1.16,10.4,384,Good,72.0,54.35
30.0,87.5,33.8,43.1,28.7,12.2,1.63,6.3,561,Moderate,166.0,14.88
23.7,73.8,3.1,4.2,11.1,4.1,0.97,14.5,447,Good,91.0,32.19
21.2,64.0,0.8,7.1,15.7,4.7,0.87,13.1,456,Good,100.0,44.78
23.1,43.9,5.9,8.1,20.4,5.4,1.06,11.1,564,Good,76.0,27.19
21.7,53.2,10.9,15.2,25.4,6.7,1.02,16.2,301,Good,87.0,40.2
23.5,46.1,2.8,8.1,24.4,6.4,1.09,11.9,357,Good,58.0,58.91
39.2,73.7,23.5,44.1,43.7,15.4,2.49,3.0,787,Hazardous,502.0,20.93
37.3,59.7,12.2,26.6,37.7,24.1,2.25,4.1,640,Poor,282.0,18.88
32.9,84.26254192091288,20.8,40.4,32.0,25.8,2.5,5.0,775,Hazardous,404.0,25.36
32.9,63.2,13.1,24.0,23.1,4.1,1.32,11.1,522,Moderate,106.0,44.59
32.5,55.7,5.6,10.7,26.0,12.7,1.54,5.7,298,Moderate,106.0,39.44
37.6,90.9,76.1,78.8,38.6,11.1,1.74,4.7,506,Poor,218.0,12.73
24.0,45.4,0.8,6.6,13.5,5.0,1.11,12.1,603,Good,100.0,44.6
33.1,69.0,6.8,15.0,36.9,15.0,1.55,3.7,712,Poor,228.0,23.54
33.6,46.6,4.1,9.1,21.0,5.8,0.92,13.8,204,Good,97.0,54.75
23.9,56.6,43.9,53.1,16.5,7.1,1.13,10.8,520,Good,94.0,42.95
32.0,71.7,7.6,19.2,22.9,10.4,1.28,5.4,560,Moderate,158.0,28.29
20.5,56.2,3.8,10.4,12.3,3.1,0.98,14.5,459,Good,77.0,31.28
26.8,60.5,1.3,9.1,16.4,4.6,0.94,11.5,359,Good,83.0,53.16
29.7,75.5,27.5,33.0,23.8,8.2,1.32,7.3,554,Moderate,118.0,27.7
28.5,66.5,42.6,52.4,23.2,9.6,1.63,7.9,463,Moderate,196.0,10.19
36.2,89.50294818190784,9.8,31.8,34.3,24.1,2.12,6.9,681,Poor,235.0,16.27
20.9,50.7,0.7,7.2,11.5,3.2,0.82,12.2,298,Good,86.0,51.34
26.4,58.4,10.6,15.2,26.4,6.8,1.0,10.0,350,Good,62.0,34.47
28.4,38.8,1.8,8.4,10.5,5.6,0.99,12.5,560,Good,35.0,40.09
24.1,67.6,2.9,8.9,10.8,4.4,0.96,12.4,480,Good,60.0,31.45
41.3,82.5,51.7,59.3,29.5,8.0,1.61,5.3,479,Moderate,110.0,15.62
25.9,44.8,1.7,7.4,24.4,6.4,0.97,10.4,574,Good,72.0,38.78
26.7,56.9,5.8,10.7,17.3,5.7,0.83,10.9,257,Good,89.0,45.18
30.7,76.4,13.8,18.9,23.5,2.8,0.9,12.9,302,Good,80.0,49.96
38.3,86.8,38.0,50.8,22.5,7.1,1.41,5.4,311,Moderate,111.0,31.87
24.2,58.2,35.6,39.3,16.7,5.0,0.92,10.6,360,Good,55.0,56.52
40.9,81.8,0.7,15.7,27.7,17.9,1.82,5.9,577,Poor,329.0,10.12
16.4,46.2,16.8,20.2,16.0,1.6,0.8,14.4,189,Good,84.0,49.9
31.1,75.3,1.5,4.9,21.1,2.0,1.14,10.5,337,Good,82.0,45.43
27.8,81.14990195808882,44.7,59.3,29.8,12.5,1.46,5.7,687,Moderate,124.0,21.77
26.5,59.9,92.7,98.0,25.4,-0.5,0.92,11.6,485,Good,74.0,25.62
22.0,69.7,32.0,34.7,28.9,3.8,1.21,10.6,239,Good,52.0,41.88
40.1,61.7,2.3,17.0,31.4,21.5,2.13,4.8,788,Poor,304.0,22.39
24.1,70.9,5.0,9.7,17.4,2.2,0.97,13.7,366,Good,93.0,56.18
31.6,55.9,22.2,30.6,22.9,8.2,1.46,6.4,581,Moderate,116.0,18.26
31.8,77.92589084949475,18.7,34.3,32.8,19.2,2.79,4.1,670,Hazardous,532.0,18.29
33.2,76.0,78.8,87.1,27.7,13.1,1.36,9.0,679,Moderate,174.0,28.04
31.2,75.2,56.6,62.7,23.7,15.6,1.4,5.8,480,Moderate,108.0,18.71
24.1,43.5,0.0,5.1,13.8,5.2,0.91,11.8,399,Good,67.0,43.91
27.1,84.56015568941152,8.8,6.7,44.8,28.1,2.34,2.8,645,Hazardous,532.0,22.51
27.7,54.0,17.6,23.2,24.6,11.1,1.27,7.8,638,Moderate,130.0,11.04
29.2,60.8,28.6,47.1,32.4,25.0,1.41,4.9,611,Poor,207.0,13.21
27.1,50.4,45.6,51.1,14.3,6.4,1.1,10.3,371,Good,93.0,59.31
36.3,71.7,3.7,10.5,27.1,6.6,1.29,5.6,488,Moderate,118.0,11.29
27.7,76.3,12.7,17.5,24.9,7.8,1.02,11.5,536,Good,78.0,42.84
39.3,67.4,12.1,19.7,22.3,7.5,1.75,5.1,514,Moderate,145.0,12.77
25.0,77.9,2.1,8.6,12.3,-0.3,1.09,14.1,269,Good,44.0,56.8
24.3,67.2,7.3,11.5,24.4,4.0,1.14,11.3,277,Good,72.0,43.21
38.6,80.8,52.5,73.9,38.4,27.2,2.16,4.2,707,Poor,383.0,15.94
22.7,69.7,9.6,24.8,32.8,14.1,1.45,5.2,607,Moderate,125.0,24.5
24.0,57.3,0.0,4.7,28.2,5.7,0.89,10.9,442,Good,45.0,34.28
31.3,89.8,19.2,37.7,31.6,36.8,2.72,3.4,532,Hazardous,487.0,15.51
33.7,88.14837126746818,51.8,64.9,35.3,8.9,2.29,6.4,685,Poor,276.0,11.75
22.3,74.3,6.5,10.9,20.7,7.6,0.92,13.0,210,Good,70.0,59.09
27.0,45.8,1.7,6.0,13.0,6.9,0.92,10.9,233,Good,83.0,48.38
23.5,66.6,13.7,20.0,20.2,5.9,0.77,11.3,347,Good,69.0,51.07
37.0,59.3,20.7,31.3,25.3,8.6,1.22,7.5,430,Moderate,159.0,17.55
21.0,90.0,57.9,74.0,19.4,17.1,1.93,3.7,498,Poor,293.0,17.02
26.9,45.5,15.2,19.5,13.8,6.2,0.91,11.5,239,Good,98.0,52.96
27.4,67.5,32.7,40.7,21.2,4.6,1.57,6.8,458,Moderate,103.0,10.34
32.3,63.1,3.0,12.2,18.1,12.3,1.36,10.4,314,Moderate,110.0,55.12
33.1,80.3,2.6,8.1,29.5,16.8,1.37,5.3,584,Moderate,147.0,20.35
27.5,88.9,40.1,68.0,32.1,13.8,2.25,4.8,413,Poor,271.0,15.6
36.7,77.4453168973508,7.3,25.2,52.7,14.7,2.52,2.6,594,Hazardous,458.0,21.09
23.6,51.9,11.0,13.6,27.9,4.3,1.2,12.1,474,Good,73.0,31.48
23.1,67.4,11.5,26.7,18.0,10.9,1.83,6.5,332,Moderate,120.0,35.2
29.4,72.4,4.1,7.5,27.6,3.8,1.58,3.6,629,Poor,331.0,29.93
23.4,60.7,9.9,14.5,22.3,4.9,0.9,13.2,329,Good,88.0,47.52
30.3,84.5,14.1,28.8,31.1,21.1,1.42,12.1,506,Moderate,128.0,37.34
21.5,54.4,24.5,28.6,17.8,5.5,0.91,10.9,289,Good,85.0,52.41
24.4,48.1,21.9,29.7,11.1,12.7,0.97,10.6,572,Good,94.0,42.42
32.6,58.9,30.8,38.8,30.9,17.5,1.85,4.9,448,Poor,363.0,27.95
34.3,81.2,32.2,47.1,31.7,16.5,1.71,3.9,507,Poor,296.0,13.86
35.2,82.6,24.9,43.4,36.3,8.1,1.99,5.7,419,Poor,214.0,23.6
25.8,52.3,35.6,56.7,28.9,6.9,1.2,5.4,535,Moderate,119.0,21.3
39.3,84.6,69.1,91.7,32.7,16.5,1.85,4.3,513,Poor,280.0,14.87
29.1,65.7,1.2,5.7,25.5,5.5,0.95,11.3,576,Good,76.0,41.74
25.4,72.7,11.9,15.3,20.6,8.3,1.46,6.8,503,Moderate,153.0,26.6
18.9,84.5,7.7,23.8,37.2,16.1,1.76,5.1,691,Poor,228.0,15.12
34.1,53.4,31.9,44.3,28.7,16.6,1.54,7.5,622,Moderate,133.0,19.55
28.5,58.2,1.5,9.5,17.1,4.8,0.83,10.7,376,Good,90.0,49.24
31.7,58.9,36.2,39.9,20.5,5.7,0.94,14.0,565,Good,86.0,31.01
40.1,62.1,47.7,67.7,31.6,-4.1,2.54,4.9,570,Poor,316.0,19.52
35.4,77.25951090495987,47.7,61.2,49.3,24.2,2.36,5.2,662,Hazardous,413.0,13.39
31.5,51.8,30.4,41.3,28.9,10.9,1.34,5.6,565,Moderate,108.0,14.69
26.2,51.7,3.5,9.0,27.6,5.7,0.98,10.1,542,Good,66.0,43.08
44.3,59.3,6.0,17.3,28.9,10.5,1.79,5.1,643,Poor,231.0,16.25
44.5,79.6,41.4,53.1,38.4,21.8,2.44,4.7,837,Hazardous,417.0,29.98
25.9,79.1,16.3,22.0,18.4,2.7,0.9,10.3,387,Good,40.0,56.03
24.9,83.1,24.5,34.6,18.7,9.8,1.58,7.5,529,Moderate,110.0,10.23
22.8,73.0,0.6,5.4,24.1,4.2,0.87,10.6,381,Good,54.0,57.55
32.1,80.3,13.7,28.6,37.0,14.9,1.76,4.7,807,Poor,347.0,22.38
26.2,63.2,12.7,26.2,27.1,14.3,1.92,5.8,509,Moderate,141.0,24.81
35.7,81.59621547040021,13.5,38.4,33.2,11.0,1.65,3.9,749,Poor,365.0,23.67
28.2,39.4,6.3,11.6,26.2,7.1,0.92,15.2,289,Good,71.0,44.75
24.6,46.5,2.7,9.2,18.4,3.8,1.09,10.2,296,Good,85.0,56.83
31.8,90.8,11.0,19.1,35.1,8.3,2.1,4.2,513,Poor,202.0,16.54
27.4,82.9,13.2,31.2,25.9,9.7,1.23,6.0,539,Moderate,127.0,13.13
27.7,51.1,16.1,20.2,26.0,6.0,0.99,10.6,562,Good,93.0,31.85
33.6,84.2,186.7,209.8,36.8,13.4,2.57,5.8,879,Hazardous,430.0,11.13
32.7,63.2,34.4,39.6,28.8,11.0,1.54,7.2,296,Moderate,114.0,25.55
39.3,92.3,16.0,36.1,51.6,23.9,2.3,7.3,476,Hazardous,473.0,21.98
33.7,82.4,2.1,9.9,26.7,15.0,1.51,8.8,407,Moderate,174.0,15.36
46.1,87.25800150877593,56.5,70.0,22.8,25.6,2.41,6.8,524,Hazardous,449.0,22.03
21.5,65.3,13.8,19.2,12.5,5.7,1.05,11.2,230,Good,68.0,51.46
24.3,62.7,6.6,15.4,22.5,10.9,0.92,10.4,437,Good,53.0,26.59
24.5,63.2,2.0,8.7,22.9,5.0,1.07,12.3,561,Good,79.0,28.15
31.0,66.8,8.7,16.8,25.0,22.1,1.4,5.9,798,Poor,351.0,10.23
17.0,78.5,19.2,23.3,14.8,0.6,1.07,13.0,501,Good,62.0,30.39
35.7,80.2,35.0,45.9,32.0,9.3,1.59,5.5,531,Moderate,126.0,20.65
20.1,66.0,1.0,3.5,17.0,2.6,1.02,10.6,573,Good,65.0,42.06
26.6,75.1,18.7,32.7,31.1,19.6,1.73,6.8,415,Moderate,108.0,24.37
32.7,88.6,21.4,45.0,28.7,11.7,1.96,6.0,482,Poor,208.0,22.02
39.0,89.4,55.3,80.7,45.1,6.7,1.83,9.2,792,Poor,320.0,26.04
20.3,64.8,37.3,42.7,21.4,3.2,1.03,10.0,335,Good,71.0,43.29
33.7,57.2,20.3,33.5,27.5,15.6,1.74,5.3,531,Moderate,123.0,22.0
24.7,79.4,36.3,47.9,21.0,9.9,1.67,10.3,549,Moderate,200.0,38.27
32.6,87.0,13.2,31.4,27.2,14.7,1.61,6.1,331,Moderate,109.0,25.56
24.9,76.0,32.1,41.6,16.2,17.7,1.49,6.0,612,Moderate,127.0,19.47
34.5,78.34886343957432,7.5,31.7,54.9,18.4,2.99,5.2,561,Hazardous,577.0,15.8
27.2,53.8,37.7,44.2,18.2,4.6,0.89,13.7,197,Good,50.0,57.48
27.6,44.8,9.8,10.1,19.2,4.9,1.01,10.8,407,Good,82.0,31.65
36.3,60.8,19.8,29.7,22.1,14.6,1.27,16.3,495,Moderate,104.0,40.76
38.5,78.66768201051956,1.0,29.0,56.8,25.8,3.02,5.7,571,Hazardous,537.0,25.62
33.9,78.3,16.5,31.2,30.4,19.8,1.73,4.0,411,Poor,278.0,25.73
26.3,70.5,5.7,18.9,31.5,11.7,1.24,5.4,645,Moderate,128.0,27.64
33.2,92.5,20.0,35.6,37.4,6.9,1.62,4.1,655,Poor,202.0,18.44
26.0,85.9,0.6,12.5,25.0,6.1,2.0,6.5,544,Moderate,132.0,20.28
35.1,81.6,1.7,11.2,35.3,15.5,1.72,16.6,438,Poor,276.0,36.52
25.1,61.9,10.8,17.0,13.3,1.1,0.87,10.7,401,Good,51.0,25.33
34.3,77.6,6.9,14.1,29.1,17.0,1.87,5.4,694,Poor,311.0,26.91
33.3,92.2,5.0,25.3,29.8,19.7,1.41,3.9,494,Poor,215.0,14.94
26.8,65.2,9.7,15.8,13.4,7.7,0.81,12.8,282,Good,100.0,42.7
28.4,86.1,10.8,26.9,26.7,10.8,1.26,5.5,674,Moderate,134.0,29.46
38.0,70.0,108.8,132.1,23.3,21.9,2.28,8.1,616,Poor,293.0,19.04
38.2,69.1,37.4,49.4,21.7,10.0,1.82,5.1,540,Moderate,142.0,20.33
31.3,80.6,19.6,32.6,31.8,3.6,2.53,3.3,662,Poor,210.0,29.28
25.2,62.9,4.1,12.3,27.6,8.4,1.03,10.9,276,Good,84.0,45.11
40.4,80.26609998266565,40.1,55.1,29.8,2.7,2.18,4.1,446,Poor,343.0,12.32
23.9,54.6,0.8,5.8,18.0,-0.6,0.92,13.2,363,Good,69.0,45.15
28.4,73.5,11.6,33.0,37.6,20.2,1.56,7.7,642,Poor,370.0,10.49
27.4,52.2,14.5,18.2,12.9,2.5,1.13,11.1,560,Good,88.0,40.57
31.8,49.6,35.1,41.7,13.8,0.6,1.17,10.1,428,Good,63.0,36.33
27.6,69.8,16.8,30.0,27.7,8.9,1.74,12.2,564,Moderate,142.0,37.37
23.1,77.7,5.6,11.8,21.2,4.5,0.9,10.5,385,Good,65.0,49.76
40.9,76.9,153.9,176.5,37.4,18.5,3.4,5.3,821,Hazardous,413.0,26.49
35.0,72.8,74.5,92.2,38.8,19.9,2.27,3.0,623,Hazardous,425.0,18.74
29.5,60.6,1.0,18.5,26.1,7.5,1.55,8.9,438,Moderate,114.0,19.63
25.1,51.5,5.2,14.8,27.3,8.4,1.7,8.8,551,Moderate,177.0,14.85
34.9,78.5,2.8,19.1,29.1,17.8,1.47,6.0,534,Moderate,124.0,29.81
25.7,68.7,12.4,16.9,10.0,6.0,1.24,10.3,470,Good,72.0,39.73
29.9,45.5,6.8,14.3,19.4,9.4,0.98,11.5,536,Good,88.0,27.26
28.5,63.1,7.0,11.9,31.0,11.7,1.28,7.6,663,Moderate,106.0,20.77
30.3,52.8,2.9,12.3,20.8,6.1,1.12,5.2,642,Moderate,130.0,17.35
24.8,78.7,17.4,21.7,24.2,3.4,0.74,12.6,580,Good,95.0,37.42
25.9,63.5,15.9,23.5,29.6,11.2,1.44,6.0,394,Moderate,132.0,29.37
28.1,67.7,26.4,34.1,22.8,4.9,0.86,13.6,238,Good,96.0,53.64
24.5,70.4,2.2,9.0,10.9,5.1,0.94,14.6,228,Good,71.0,48.27
24.3,77.6,16.9,29.0,34.7,8.9,1.22,9.0,316,Moderate,104.0,29.32
38.9,61.8,28.1,52.2,48.8,22.7,2.19,5.6,538,Poor,343.0,18.17
29.7,81.9,2.8,12.1,34.9,14.3,1.69,5.4,464,Moderate,107.0,19.27
34.1,76.7,3.5,10.5,21.9,3.9,1.23,10.4,299,Good,74.0,42.67
36.6,80.70913017943124,13.3,31.4,28.7,28.5,2.04,3.4,678,Poor,248.0,16.95
21.9,67.3,12.2,16.1,24.1,4.8,0.92,10.3,244,Good,79.0,52.14
28.6,84.4,17.7,33.8,34.3,21.7,2.42,4.0,712,Poor,334.0,10.66
32.8,74.0,10.1,15.5,26.7,5.7,0.85,11.2,199,Good,50.0,58.95
38.2,59.2,3.9,19.5,23.6,10.1,1.39,13.5,648,Moderate,146.0,28.43
31.7,70.0,8.4,19.9,24.7,9.8,1.35,6.7,438,Moderate,130.0,24.47
37.3,77.6,20.0,22.4,30.0,14.8,1.92,4.5,516,Poor,304.0,19.87
24.0,64.7,6.5,10.9,18.4,1.9,1.0,10.6,455,Good,54.0,39.76
28.7,59.3,6.3,16.3,22.3,5.7,1.03,10.8,213,Good,74.0,51.93
